cell_id,latitude,longitude
963:2978,6.35,117.85
963:2979,6.35,117.95
964:2795,6.45,99.55
964:2796,6.45,99.65
964:2797,6.45,99.75
964:2799,6.45,99.95
964:2822,6.45,102.25
964:2823,6.45,102.35
964:2824,6.45,102.45
964:2825,6.45,102.55
964:2826,6.45,102.65
964:2827,6.45,102.75
964:2828,6.45,102.85
964:2829,6.45,102.95
964:2830,6.45,103.05
964:2831,6.45,103.15
964:2832,6.45,103.25
964:2833,6.45,103.35
964:2834,6.45,103.45
964:2835,6.45,103.55
964:2836,6.45,103.65
964:2837,6.45,103.75
964:2838,6.45,103.85
964:2839,6.45,103.95
964:2840,6.45,104.05
964:2841,6.45,104.15
964:2842,6.45,104.25
964:2843,6.45,104.35
964:2844,6.45,104.45
964:2845,6.45,104.55
964:2846,6.45,104.65
964:2847,6.45,104.75
964:2848,6.45,104.85
964:2912,6.45,111.25
964:2913,6.45,111.35
964:2914,6.45,111.45
964:2915,6.45,111.55
964:2916,6.45,111.65
964:2917,6.45,111.75
964:2918,6.45,111.85
964:2919,6.45,111.95
964:2920,6.45,112.05
964:2921,6.45,112.15
964:2922,6.45,112.25
964:2937,6.45,113.75
964:2938,6.45,113.85
964:2939,6.45,113.95
964:2940,6.45,114.05
964:2941,6.45,114.15
964:2942,6.45,114.25
964:2943,6.45,114.35
964:2944,6.45,114.45
964:2945,6.45,114.55
964:2946,6.45,114.65
964:2947,6.45,114.75
964:2948,6.45,114.85
964:2949,6.45,114.95
964:2950,6.45,115.05
964:2951,6.45,115.15
964:2952,6.45,115.25
964:2953,6.45,115.35
964:2954,6.45,115.45
964:2955,6.45,115.55
964:2956,6.45,115.65
964:2957,6.45,115.75
964:2958,6.45,115.85
964:2959,6.45,115.95
964:2960,6.45,116.05
964:2961,6.45,116.15
964:2962,6.45,116.25
964:2963,6.45,116.35
964:2977,6.45,117.75
964:2978,6.45,117.85
964:2979,6.45,117.95
965:2822,6.55,102.25
965:2823,6.55,102.35
965:2824,6.55,102.45
965:2825,6.55,102.55
965:2826,6.55,102.65
965:2827,6.55,102.75
965:2828,6.55,102.85
965:2829,6.55,102.95
965:2830,6.55,103.05
965:2831,6.55,103.15
965:2832,6.55,103.25
965:2833,6.55,103.35
965:2834,6.55,103.45
965:2835,6.55,103.55
965:2836,6.55,103.65
965:2837,6.55,103.75
965:2838,6.55,103.85
965:2839,6.55,103.95
965:2840,6.55,104.05
965:2841,6.55,104.15
965:2842,6.55,104.25
965:2843,6.55,104.35
965:2844,6.55,104.45
965:2845,6.55,104.55
965:2846,6.55,104.65
965:2847,6.55,104.75
965:2912,6.55,111.25
965:2913,6.55,111.35
965:2914,6.55,111.45
965:2915,6.55,111.55
965:2916,6.55,111.65
965:2917,6.55,111.75
965:2918,6.55,111.85
965:2919,6.55,111.95
965:2920,6.55,112.05
965:2921,6.55,112.15
965:2936,6.55,113.65
965:2937,6.55,113.75
965:2938,6.55,113.85
965:2939,6.55,113.95
965:2940,6.55,114.05
965:2941,6.55,114.15
965:2942,6.55,114.25
965:2943,6.55,114.35
965:2944,6.55,114.45
965:2945,6.55,114.55
965:2946,6.55,114.65
965:2947,6.55,114.75
965:2948,6.55,114.85
965:2949,6.55,114.95
965:2950,6.55,115.05
965:2951,6.55,115.15
965:2952,6.55,115.25
965:2953,6.55,115.35
965:2954,6.55,115.45
965:2955,6.55,115.55
965:2956,6.55,115.65
965:2957,6.55,115.75
965:2958,6.55,115.85
965:2959,6.55,115.95
965:2960,6.55,116.05
965:2961,6.55,116.15
965:2962,6.55,116.25
965:2963,6.55,116.35
965:2964,6.55,116.45
965:2976,6.55,117.65
965:2977,6.55,117.75
965:2978,6.55,117.85
965:2979,6.55,117.95
966:2823,6.65,102.35
966:2824,6.65,102.45
966:2825,6.65,102.55
966:2826,6.65,102.65
966:2827,6.65,102.75
966:2828,6.65,102.85
966:2829,6.65,102.95
966:2830,6.65,103.05
966:2831,6.65,103.15
966:2832,6.65,103.25
966:2833,6.65,103.35
966:2834,6.65,103.45
966:2835,6.65,103.55
966:2836,6.65,103.65
966:2837,6.65,103.75
966:2838,6.65,103.85
966:2839,6.65,103.95
966:2840,6.65,104.05
966:2841,6.65,104.15
966:2842,6.65,104.25
966:2843,6.65,104.35
966:2844,6.65,104.45
966:2845,6.65,104.55
966:2913,6.65,111.35
966:2914,6.65,111.45
966:2915,6.65,111.55
966:2916,6.65,111.65
966:2917,6.65,111.75
966:2918,6.65,111.85
966:2919,6.65,111.95
966:2920,6.65,112.05
966:2935,6.65,113.55
966:2936,6.65,113.65
966:2937,6.65,113.75
966:2938,6.65,113.85
966:2939,6.65,113.95
966:2940,6.65,114.05
966:2941,6.65,114.15
966:2942,6.65,114.25
966:2943,6.65,114.35
966:2944,6.65,114.45
966:2945,6.65,114.55
966:2946,6.65,114.65
966:2947,6.65,114.75
966:2948,6.65,114.85
966:2949,6.65,114.95
966:2950,6.65,115.05
966:2951,6.65,115.15
966:2952,6.65,115.25
966:2953,6.65,115.35
966:2954,6.65,115.45
966:2955,6.65,115.55
966:2956,6.65,115.65
966:2957,6.65,115.75
966:2958,6.65,115.85
966:2959,6.65,115.95
966:2960,6.65,116.05
966:2961,6.65,116.15
966:2962,6.65,116.25
966:2963,6.65,116.35
966:2964,6.65,116.45
966:2965,6.65,116.55
966:2968,6.65,116.85
966:2975,6.65,117.55
966:2976,6.65,117.65
966:2977,6.65,117.75
966:2978,6.65,117.85
966:2979,6.65,117.95
967:2823,6.75,102.35
967:2824,6.75,102.45
967:2825,6.75,102.55
967:2826,6.75,102.65
967:2827,6.75,102.75
967:2828,6.75,102.85
967:2829,6.75,102.95
967:2830,6.75,103.05
967:2831,6.75,103.15
967:2832,6.75,103.25
967:2833,6.75,103.35
967:2834,6.75,103.45
967:2835,6.75,103.55
967:2836,6.75,103.65
967:2837,6.75,103.75
967:2838,6.75,103.85
967:2839,6.75,103.95
967:2840,6.75,104.05
967:2841,6.75,104.15
967:2842,6.75,104.25
967:2843,6.75,104.35
967:2914,6.75,111.45
967:2915,6.75,111.55
967:2916,6.75,111.65
967:2917,6.75,111.75
967:2918,6.75,111.85
967:2919,6.75,111.95
967:2934,6.75,113.45
967:2935,6.75,113.55
967:2936,6.75,113.65
967:2937,6.75,113.75
967:2938,6.75,113.85
967:2939,6.75,113.95
967:2940,6.75,114.05
967:2941,6.75,114.15
967:2942,6.75,114.25
967:2943,6.75,114.35
967:2944,6.75,114.45
967:2945,6.75,114.55
967:2946,6.75,114.65
967:2947,6.75,114.75
967:2948,6.75,114.85
967:2949,6.75,114.95
967:2950,6.75,115.05
967:2951,6.75,115.15
967:2952,6.75,115.25
967:2953,6.75,115.35
967:2954,6.75,115.45
967:2955,6.75,115.55
967:2956,6.75,115.65
967:2957,6.75,115.75
967:2958,6.75,115.85
967:2959,6.75,115.95
967:2960,6.75,116.05
967:2961,6.75,116.15
967:2962,6.75,116.25
967:2963,6.75,116.35
967:2964,6.75,116.45
967:2965,6.75,116.55
967:2968,6.75,116.85
967:2969,6.75,116.95
967:2973,6.75,117.35
967:2974,6.75,117.45
967:2975,6.75,117.55
967:2976,6.75,117.65
967:2977,6.75,117.75
967:2978,6.75,117.85
967:2979,6.75,117.95
968:2824,6.85,102.45
968:2825,6.85,102.55
968:2826,6.85,102.65
968:2827,6.85,102.75
968:2828,6.85,102.85
968:2829,6.85,102.95
968:2830,6.85,103.05
968:2831,6.85,103.15
968:2832,6.85,103.25
968:2833,6.85,103.35
968:2834,6.85,103.45
968:2835,6.85,103.55
968:2836,6.85,103.65
968:2837,6.85,103.75
968:2838,6.85,103.85
968:2839,6.85,103.95
968:2840,6.85,104.05
968:2841,6.85,104.15
968:2842,6.85,104.25
968:2915,6.85,111.55
968:2916,6.85,111.65
968:2917,6.85,111.75
968:2918,6.85,111.85
968:2933,6.85,113.35
968:2934,6.85,113.45
968:2935,6.85,113.55
968:2936,6.85,113.65
968:2937,6.85,113.75
968:2938,6.85,113.85
968:2939,6.85,113.95
968:2940,6.85,114.05
968:2941,6.85,114.15
968:2942,6.85,114.25
968:2943,6.85,114.35
968:2944,6.85,114.45
968:2945,6.85,114.55
968:2946,6.85,114.65
968:2947,6.85,114.75
968:2948,6.85,114.85
968:2949,6.85,114.95
968:2950,6.85,115.05
968:2951,6.85,115.15
968:2952,6.85,115.25
968:2953,6.85,115.35
968:2954,6.85,115.45
968:2955,6.85,115.55
968:2956,6.85,115.65
968:2957,6.85,115.75
968:2958,6.85,115.85
968:2959,6.85,115.95
968:2960,6.85,116.05
968:2961,6.85,116.15
968:2962,6.85,116.25
968:2963,6.85,116.35
968:2964,6.85,116.45
968:2965,6.85,116.55
968:2969,6.85,116.95
968:2970,6.85,117.05
968:2972,6.85,117.25
968:2973,6.85,117.35
968:2974,6.85,117.45
968:2975,6.85,117.55
968:2976,6.85,117.65
968:2977,6.85,117.75
968:2978,6.85,117.85
968:2979,6.85,117.95
969:2824,6.95,102.45
969:2825,6.95,102.55
969:2826,6.95,102.65
969:2827,6.95,102.75
969:2828,6.95,102.85
969:2829,6.95,102.95
969:2830,6.95,103.05
969:2831,6.95,103.15
969:2832,6.95,103.25
969:2833,6.95,103.35
969:2834,6.95,103.45
969:2835,6.95,103.55
969:2836,6.95,103.65
969:2837,6.95,103.75
969:2838,6.95,103.85
969:2839,6.95,103.95
969:2840,6.95,104.05
969:2841,6.95,104.15
969:2916,6.95,111.65
969:2917,6.95,111.75
969:2932,6.95,113.25
969:2933,6.95,113.35
969:2934,6.95,113.45
969:2935,6.95,113.55
969:2936,6.95,113.65
969:2937,6.95,113.75
969:2938,6.95,113.85
969:2939,6.95,113.95
969:2940,6.95,114.05
969:2941,6.95,114.15
969:2942,6.95,114.25
969:2943,6.95,114.35
969:2944,6.95,114.45
969:2945,6.95,114.55
969:2946,6.95,114.65
969:2947,6.95,114.75
969:2948,6.95,114.85
969:2949,6.95,114.95
969:2950,6.95,115.05
969:2951,6.95,115.15
969:2952,6.95,115.25
969:2953,6.95,115.35
969:2954,6.95,115.45
969:2955,6.95,115.55
969:2956,6.95,115.65
969:2957,6.95,115.75
969:2958,6.95,115.85
969:2959,6.95,115.95
969:2960,6.95,116.05
969:2961,6.95,116.15
969:2962,6.95,116.25
969:2963,6.95,116.35
969:2964,6.95,116.45
969:2965,6.95,116.55
969:2966,6.95,116.65
969:2968,6.95,116.85
969:2969,6.95,116.95
969:2970,6.95,117.05
969:2972,6.95,117.25
969:2973,6.95,117.35
969:2974,6.95,117.45
969:2975,6.95,117.55
969:2976,6.95,117.65
969:2977,6.95,117.75
969:2978,6.95,117.85
970:2825,7.05,102.55
970:2826,7.05,102.65
970:2827,7.05,102.75
970:2828,7.05,102.85
970:2829,7.05,102.95
970:2830,7.05,103.05
970:2831,7.05,103.15
970:2832,7.05,103.25
970:2833,7.05,103.35
970:2834,7.05,103.45
970:2835,7.05,103.55
970:2836,7.05,103.65
970:2837,7.05,103.75
970:2838,7.05,103.85
970:2839,7.05,103.95
970:2931,7.05,113.15
970:2932,7.05,113.25
970:2933,7.05,113.35
970:2934,7.05,113.45
970:2935,7.05,113.55
970:2936,7.05,113.65
970:2937,7.05,113.75
970:2938,7.05,113.85
970:2939,7.05,113.95
970:2940,7.05,114.05
970:2941,7.05,114.15
970:2942,7.05,114.25
970:2943,7.05,114.35
970:2944,7.05,114.45
970:2945,7.05,114.55
970:2946,7.05,114.65
970:2947,7.05,114.75
970:2948,7.05,114.85
970:2949,7.05,114.95
970:2950,7.05,115.05
970:2951,7.05,115.15
970:2952,7.05,115.25
970:2953,7.05,115.35
970:2954,7.05,115.45
970:2955,7.05,115.55
970:2956,7.05,115.65
970:2957,7.05,115.75
970:2958,7.05,115.85
970:2959,7.05,115.95
970:2960,7.05,116.05
970:2961,7.05,116.15
970:2962,7.05,116.25
970:2963,7.05,116.35
970:2964,7.05,116.45
970:2965,7.05,116.55
970:2966,7.05,116.65
970:2967,7.05,116.75
970:2968,7.05,116.85
970:2969,7.05,116.95
970:2970,7.05,117.05
970:2971,7.05,117.15
970:2972,7.05,117.25
970:2973,7.05,117.35
970:2974,7.05,117.45
970:2975,7.05,117.55
970:2976,7.05,117.65
970:2977,7.05,117.75
971:2825,7.15,102.55
971:2826,7.15,102.65
971:2827,7.15,102.75
971:2828,7.15,102.85
971:2829,7.15,102.95
971:2830,7.15,103.05
971:2831,7.15,103.15
971:2832,7.15,103.25
971:2833,7.15,103.35
971:2834,7.15,103.45
971:2835,7.15,103.55
971:2836,7.15,103.65
971:2837,7.15,103.75
971:2838,7.15,103.85
971:2930,7.15,113.05
971:2931,7.15,113.15
971:2932,7.15,113.25
971:2933,7.15,113.35
971:2934,7.15,113.45
971:2935,7.15,113.55
971:2936,7.15,113.65
971:2937,7.15,113.75
971:2938,7.15,113.85
971:2939,7.15,113.95
971:2940,7.15,114.05
971:2941,7.15,114.15
971:2942,7.15,114.25
971:2943,7.15,114.35
971:2944,7.15,114.45
971:2945,7.15,114.55
971:2946,7.15,114.65
971:2947,7.15,114.75
971:2948,7.15,114.85
971:2949,7.15,114.95
971:2950,7.15,115.05
971:2951,7.15,115.15
971:2952,7.15,115.25
971:2953,7.15,115.35
971:2954,7.15,115.45
971:2955,7.15,115.55
971:2956,7.15,115.65
971:2957,7.15,115.75
971:2958,7.15,115.85
971:2959,7.15,115.95
971:2960,7.15,116.05
971:2961,7.15,116.15
971:2962,7.15,116.25
971:2963,7.15,116.35
971:2964,7.15,116.45
971:2965,7.15,116.55
971:2966,7.15,116.65
971:2967,7.15,116.75
971:2968,7.15,116.85
971:2969,7.15,116.95
971:2970,7.15,117.05
971:2971,7.15,117.15
971:2972,7.15,117.25
971:2973,7.15,117.35
971:2974,7.15,117.45
971:2975,7.15,117.55
971:2976,7.15,117.65
972:2826,7.25,102.65
972:2827,7.25,102.75
972:2828,7.25,102.85
972:2829,7.25,102.95
972:2830,7.25,103.05
972:2831,7.25,103.15
972:2832,7.25,103.25
972:2833,7.25,103.35
972:2834,7.25,103.45
972:2835,7.25,103.55
972:2836,7.25,103.65
972:2929,7.25,112.95
972:2930,7.25,113.05
972:2931,7.25,113.15
972:2932,7.25,113.25
972:2933,7.25,113.35
972:2934,7.25,113.45
972:2935,7.25,113.55
972:2936,7.25,113.65
972:2937,7.25,113.75
972:2938,7.25,113.85
972:2939,7.25,113.95
972:2940,7.25,114.05
972:2941,7.25,114.15
972:2942,7.25,114.25
972:2943,7.25,114.35
972:2944,7.25,114.45
972:2945,7.25,114.55
972:2946,7.25,114.65
972:2947,7.25,114.75
972:2948,7.25,114.85
972:2949,7.25,114.95
972:2950,7.25,115.05
972:2951,7.25,115.15
972:2952,7.25,115.25
972:2953,7.25,115.35
972:2954,7.25,115.45
972:2955,7.25,115.55
972:2956,7.25,115.65
972:2957,7.25,115.75
972:2958,7.25,115.85
972:2959,7.25,115.95
972:2960,7.25,116.05
972:2961,7.25,116.15
972:2962,7.25,116.25
972:2963,7.25,116.35
972:2964,7.25,116.45
972:2965,7.25,116.55
972:2966,7.25,116.65
972:2967,7.25,116.75
972:2968,7.25,116.85
972:2970,7.25,117.05
972:2973,7.25,117.35
972:2974,7.25,117.45
972:2975,7.25,117.55
973:2827,7.35,102.75
973:2828,7.35,102.85
973:2829,7.35,102.95
973:2830,7.35,103.05
973:2831,7.35,103.15
973:2832,7.35,103.25
973:2833,7.35,103.35
973:2834,7.35,103.45
973:2928,7.35,112.85
973:2929,7.35,112.95
973:2930,7.35,113.05
973:2931,7.35,113.15
973:2932,7.35,113.25
973:2933,7.35,113.35
973:2934,7.35,113.45
973:2935,7.35,113.55
973:2936,7.35,113.65
973:2937,7.35,113.75
973:2938,7.35,113.85
973:2939,7.35,113.95
973:2940,7.35,114.05
973:2941,7.35,114.15
973:2942,7.35,114.25
973:2943,7.35,114.35
973:2944,7.35,114.45
973:2945,7.35,114.55
973:2946,7.35,114.65
973:2947,7.35,114.75
973:2948,7.35,114.85
973:2949,7.35,114.95
973:2950,7.35,115.05
973:2951,7.35,115.15
973:2952,7.35,115.25
973:2953,7.35,115.35
973:2954,7.35,115.45
973:2955,7.35,115.55
973:2956,7.35,115.65
973:2957,7.35,115.75
973:2958,7.35,115.85
973:2959,7.35,115.95
973:2960,7.35,116.05
973:2961,7.35,116.15
973:2962,7.35,116.25
973:2963,7.35,116.35
973:2964,7.35,116.45
973:2965,7.35,116.55
973:2966,7.35,116.65
973:2967,7.35,116.75
973:2968,7.35,116.85
973:2969,7.35,116.95
973:2970,7.35,117.05
973:2973,7.35,117.35
973:2974,7.35,117.45
974:2828,7.45,102.85
974:2829,7.45,102.95
974:2830,7.45,103.05
974:2831,7.45,103.15
974:2832,7.45,103.25
974:2927,7.45,112.75
974:2928,7.45,112.85
974:2929,7.45,112.95
974:2930,7.45,113.05
974:2931,7.45,113.15
974:2932,7.45,113.25
974:2933,7.45,113.35
974:2934,7.45,113.45
974:2935,7.45,113.55
974:2936,7.45,113.65
974:2937,7.45,113.75
974:2938,7.45,113.85
974:2939,7.45,113.95
974:2940,7.45,114.05
974:2941,7.45,114.15
974:2942,7.45,114.25
974:2943,7.45,114.35
974:2944,7.45,114.45
974:2945,7.45,114.55
974:2946,7.45,114.65
974:2947,7.45,114.75
974:2948,7.45,114.85
974:2949,7.45,114.95
974:2950,7.45,115.05
974:2951,7.45,115.15
974:2952,7.45,115.25
974:2953,7.45,115.35
974:2954,7.45,115.45
974:2955,7.45,115.55
974:2956,7.45,115.65
974:2957,7.45,115.75
974:2958,7.45,115.85
974:2959,7.45,115.95
974:2960,7.45,116.05
974:2961,7.45,116.15
974:2962,7.45,116.25
974:2963,7.45,116.35
974:2964,7.45,116.45
974:2965,7.45,116.55
974:2966,7.45,116.65
974:2967,7.45,116.75
974:2968,7.45,116.85
974:2969,7.45,116.95
974:2970,7.45,117.05
974:2971,7.45,117.15
974:2972,7.45,117.25
974:2973,7.45,117.35
975:2828,7.55,102.85
975:2829,7.55,102.95
975:2830,7.55,103.05
975:2831,7.55,103.15
975:2926,7.55,112.65
975:2927,7.55,112.75
975:2928,7.55,112.85
975:2929,7.55,112.95
975:2930,7.55,113.05
975:2931,7.55,113.15
975:2932,7.55,113.25
975:2933,7.55,113.35
975:2934,7.55,113.45
975:2935,7.55,113.55
975:2936,7.55,113.65
975:2937,7.55,113.75
975:2938,7.55,113.85
975:2939,7.55,113.95
975:2940,7.55,114.05
975:2941,7.55,114.15
975:2942,7.55,114.25
975:2943,7.55,114.35
975:2944,7.55,114.45
975:2945,7.55,114.55
975:2946,7.55,114.65
975:2947,7.55,114.75
975:2948,7.55,114.85
975:2949,7.55,114.95
975:2950,7.55,115.05
975:2951,7.55,115.15
975:2952,7.55,115.25
975:2953,7.55,115.35
975:2954,7.55,115.45
975:2955,7.55,115.55
975:2956,7.55,115.65
975:2957,7.55,115.75
975:2958,7.55,115.85
975:2959,7.55,115.95
975:2960,7.55,116.05
975:2961,7.55,116.15
975:2962,7.55,116.25
975:2963,7.55,116.35
975:2964,7.55,116.45
975:2965,7.55,116.55
975:2966,7.55,116.65
975:2967,7.55,116.75
975:2968,7.55,116.85
975:2969,7.55,116.95
975:2970,7.55,117.05
976:2829,7.65,102.95
976:2925,7.65,112.55
976:2926,7.65,112.65
976:2927,7.65,112.75
976:2928,7.65,112.85
976:2929,7.65,112.95
976:2930,7.65,113.05
976:2931,7.65,113.15
976:2932,7.65,113.25
976:2933,7.65,113.35
976:2934,7.65,113.45
976:2935,7.65,113.55
976:2936,7.65,113.65
976:2937,7.65,113.75
976:2938,7.65,113.85
976:2939,7.65,113.95
976:2940,7.65,114.05
976:2941,7.65,114.15
976:2942,7.65,114.25
976:2943,7.65,114.35
976:2944,7.65,114.45
976:2945,7.65,114.55
976:2946,7.65,114.65
976:2947,7.65,114.75
976:2948,7.65,114.85
976:2949,7.65,114.95
976:2950,7.65,115.05
976:2951,7.65,115.15
976:2952,7.65,115.25
976:2953,7.65,115.35
976:2954,7.65,115.45
976:2955,7.65,115.55
976:2956,7.65,115.65
976:2957,7.65,115.75
976:2958,7.65,115.85
976:2959,7.65,115.95
976:2960,7.65,116.05
976:2961,7.65,116.15
977:2926,7.75,112.65
977:2927,7.75,112.75
977:2928,7.75,112.85
977:2929,7.75,112.95
977:2930,7.75,113.05
977:2931,7.75,113.15
977:2932,7.75,113.25
977:2933,7.75,113.35
977:2934,7.75,113.45
977:2935,7.75,113.55
977:2936,7.75,113.65
977:2937,7.75,113.75
977:2938,7.75,113.85
977:2939,7.75,113.95
977:2940,7.75,114.05
977:2941,7.75,114.15
977:2942,7.75,114.25
977:2943,7.75,114.35
977:2944,7.75,114.45
977:2945,7.75,114.55
977:2946,7.75,114.65
977:2947,7.75,114.75
977:2948,7.75,114.85
977:2949,7.75,114.95
977:2950,7.75,115.05
977:2951,7.75,115.15
977:2952,7.75,115.25
977:2953,7.75,115.35
977:2954,7.75,115.45
977:2955,7.75,115.55
977:2956,7.75,115.65
977:2957,7.75,115.75
977:2958,7.75,115.85
978:2927,7.85,112.75
978:2928,7.85,112.85
978:2929,7.85,112.95
978:2930,7.85,113.05
978:2931,7.85,113.15
978:2932,7.85,113.25
978:2933,7.85,113.35
978:2934,7.85,113.45
978:2935,7.85,113.55
978:2936,7.85,113.65
978:2937,7.85,113.75
978:2938,7.85,113.85
978:2939,7.85,113.95
978:2940,7.85,114.05
978:2941,7.85,114.15
978:2942,7.85,114.25
978:2943,7.85,114.35
978:2944,7.85,114.45
978:2945,7.85,114.55
978:2946,7.85,114.65
978:2947,7.85,114.75
978:2948,7.85,114.85
978:2949,7.85,114.95
978:2950,7.85,115.05
978:2951,7.85,115.15
978:2952,7.85,115.25
978:2953,7.85,115.35
978:2954,7.85,115.45
978:2955,7.85,115.55
978:2956,7.85,115.65
979:2927,7.95,112.75
979:2928,7.95,112.85
979:2929,7.95,112.95
979:2930,7.95,113.05
979:2931,7.95,113.15
979:2932,7.95,113.25
979:2933,7.95,113.35
979:2934,7.95,113.45
979:2935,7.95,113.55
979:2936,7.95,113.65
979:2937,7.95,113.75
979:2938,7.95,113.85
979:2939,7.95,113.95
979:2940,7.95,114.05
979:2941,7.95,114.15
979:2942,7.95,114.25
979:2943,7.95,114.35
979:2944,7.95,114.45
979:2945,7.95,114.55
979:2946,7.95,114.65
979:2947,7.95,114.75
979:2948,7.95,114.85
979:2949,7.95,114.95
979:2950,7.95,115.05
979:2951,7.95,115.15
979:2952,7.95,115.25
979:2953,7.95,115.35
979:2954,7.95,115.45
980:2928,8.05,112.85
980:2929,8.05,112.95
980:2930,8.05,113.05
980:2931,8.05,113.15
980:2932,8.05,113.25
980:2933,8.05,113.35
980:2934,8.05,113.45
980:2935,8.05,113.55
980:2936,8.05,113.65
980:2937,8.05,113.75
980:2938,8.05,113.85
980:2939,8.05,113.95
980:2940,8.05,114.05
980:2941,8.05,114.15
980:2942,8.05,114.25
980:2943,8.05,114.35
980:2944,8.05,114.45
980:2945,8.05,114.55
980:2946,8.05,114.65
980:2947,8.05,114.75
980:2948,8.05,114.85
980:2949,8.05,114.95
980:2950,8.05,115.05
980:2951,8.05,115.15
980:2952,8.05,115.25
981:2928,8.15,112.85
981:2929,8.15,112.95
981:2930,8.15,113.05
981:2931,8.15,113.15
981:2932,8.15,113.25
981:2933,8.15,113.35
981:2934,8.15,113.45
981:2935,8.15,113.55
981:2936,8.15,113.65
981:2937,8.15,113.75
981:2938,8.15,113.85
981:2939,8.15,113.95
981:2940,8.15,114.05
981:2941,8.15,114.15
981:2942,8.15,114.25
981:2943,8.15,114.35
981:2944,8.15,114.45
981:2945,8.15,114.55
981:2946,8.15,114.65
981:2947,8.15,114.75
981:2948,8.15,114.85
981:2949,8.15,114.95
981:2950,8.15,115.05
982:2929,8.25,112.95
982:2930,8.25,113.05
982:2931,8.25,113.15
982:2932,8.25,113.25
982:2933,8.25,113.35
982:2934,8.25,113.45
982:2935,8.25,113.55
982:2936,8.25,113.65
982:2937,8.25,113.75
982:2938,8.25,113.85
982:2939,8.25,113.95
982:2940,8.25,114.05
982:2941,8.25,114.15
982:2942,8.25,114.25
982:2943,8.25,114.35
982:2944,8.25,114.45
982:2945,8.25,114.55
982:2946,8.25,114.65
982:2947,8.25,114.75
982:2948,8.25,114.85
983:2930,8.35,113.05
983:2931,8.35,113.15
983:2932,8.35,113.25
983:2933,8.35,113.35
983:2934,8.35,113.45
983:2935,8.35,113.55
983:2936,8.35,113.65
983:2937,8.35,113.75
983:2938,8.35,113.85
983:2939,8.35,113.95
983:2940,8.35,114.05
983:2941,8.35,114.15
983:2942,8.35,114.25
983:2943,8.35,114.35
983:2944,8.35,114.45
983:2945,8.35,114.55
983:2946,8.35,114.65
984:2931,8.45,113.15
984:2932,8.45,113.25
984:2933,8.45,113.35
984:2934,8.45,113.45
984:2935,8.45,113.55
984:2936,8.45,113.65
984:2937,8.45,113.75
984:2938,8.45,113.85
984:2939,8.45,113.95
984:2940,8.45,114.05
984:2941,8.45,114.15
984:2942,8.45,114.25
984:2943,8.45,114.35
984:2944,8.45,114.45
984:2945,8.45,114.55
985:2932,8.55,113.25
985:2933,8.55,113.35
985:2934,8.55,113.45
985:2935,8.55,113.55
985:2936,8.55,113.65
985:2937,8.55,113.75
985:2938,8.55,113.85
985:2939,8.55,113.95
985:2940,8.55,114.05
985:2941,8.55,114.15
985:2942,8.55,114.25
985:2943,8.55,114.35
986:2933,8.65,113.35
986:2934,8.65,113.45
986:2935,8.65,113.55
986:2936,8.65,113.65
986:2937,8.65,113.75
986:2938,8.65,113.85
986:2939,8.65,113.95
986:2940,8.65,114.05
986:2941,8.65,114.15
987:2934,8.75,113.45
987:2935,8.75,113.55
987:2936,8.75,113.65
987:2937,8.75,113.75
987:2938,8.75,113.85
987:2939,8.75,113.95
987:2940,8.75,114.05
988:2935,8.85,113.55
988:2936,8.85,113.65
988:2937,8.85,113.75
988:2938,8.85,113.85
989:2936,8.95,113.65
989:2937,8.95,113.75
