cell_id,latitude,longitude,relative_occurrence_score,species_slug,scientific_name,selected_model
921:2913,2.15,111.35,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2920,2.15,112.05,0.028165952691763977,green_sea_turtle,Chelonia mydas,random_forest
922:2818,2.25,101.85,0.1615359339688447,green_sea_turtle,Chelonia mydas,random_forest
922:2819,2.25,101.95,0.16667323421270458,green_sea_turtle,Chelonia mydas,random_forest
922:2820,2.25,102.05,0.16857183272878043,green_sea_turtle,Chelonia mydas,random_forest
922:2840,2.25,104.05,0.5365874959453064,green_sea_turtle,Chelonia mydas,random_forest
922:2841,2.25,104.15,0.40456228971673264,green_sea_turtle,Chelonia mydas,random_forest
922:2842,2.25,104.25,0.3698541562501708,green_sea_turtle,Chelonia mydas,random_forest
922:2843,2.25,104.35,0.2364572547794863,green_sea_turtle,Chelonia mydas,random_forest
922:2844,2.25,104.45,0.20562356785308278,green_sea_turtle,Chelonia mydas,random_forest
922:2845,2.25,104.55,0.23163953784583374,green_sea_turtle,Chelonia mydas,random_forest
922:2846,2.25,104.65,0.23599756495050356,green_sea_turtle,Chelonia mydas,random_forest
922:2847,2.25,104.75,0.23374812670486322,green_sea_turtle,Chelonia mydas,random_forest
922:2848,2.25,104.85,0.23313144441807782,green_sea_turtle,Chelonia mydas,random_forest
922:2849,2.25,104.95,0.20678989961898836,green_sea_turtle,Chelonia mydas,random_forest
922:2897,2.25,109.75,0.008608704733830214,green_sea_turtle,Chelonia mydas,random_forest
922:2898,2.25,109.85,0.008608704733830214,green_sea_turtle,Chelonia mydas,random_forest
922:2899,2.25,109.95,0.008608704733830214,green_sea_turtle,Chelonia mydas,random_forest
922:2900,2.25,110.05,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
922:2901,2.25,110.15,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
922:2902,2.25,110.25,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
922:2903,2.25,110.35,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
922:2904,2.25,110.45,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
922:2905,2.25,110.55,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
922:2906,2.25,110.65,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
922:2907,2.25,110.75,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
922:2908,2.25,110.85,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
922:2909,2.25,110.95,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
922:2910,2.25,111.05,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
922:2911,2.25,111.15,0.0071217886066940695,green_sea_turtle,Chelonia mydas,random_forest
923:2817,2.35,101.75,0.17550634002588253,green_sea_turtle,Chelonia mydas,random_forest
923:2818,2.35,101.85,0.17604714002588254,green_sea_turtle,Chelonia mydas,random_forest
923:2819,2.35,101.95,0.18301977909178171,green_sea_turtle,Chelonia mydas,random_forest
923:2839,2.35,103.95,0.7598611643404731,green_sea_turtle,Chelonia mydas,random_forest
923:2840,2.35,104.05,0.5791825257917883,green_sea_turtle,Chelonia mydas,random_forest
923:2841,2.35,104.15,0.4404502776888438,green_sea_turtle,Chelonia mydas,random_forest
923:2842,2.35,104.25,0.40253237839684824,green_sea_turtle,Chelonia mydas,random_forest
923:2843,2.35,104.35,0.27186987925271267,green_sea_turtle,Chelonia mydas,random_forest
923:2844,2.35,104.45,0.23719402813942936,green_sea_turtle,Chelonia mydas,random_forest
923:2845,2.35,104.55,0.26789090793930836,green_sea_turtle,Chelonia mydas,random_forest
923:2846,2.35,104.65,0.2750631952359491,green_sea_turtle,Chelonia mydas,random_forest
923:2847,2.35,104.75,0.2776991922113276,green_sea_turtle,Chelonia mydas,random_forest
923:2848,2.35,104.85,0.2776991922113276,green_sea_turtle,Chelonia mydas,random_forest
923:2849,2.35,104.95,0.24470866530313817,green_sea_turtle,Chelonia mydas,random_forest
923:2897,2.35,109.75,0.01598957262516682,green_sea_turtle,Chelonia mydas,random_forest
923:2898,2.35,109.85,0.01598957262516682,green_sea_turtle,Chelonia mydas,random_forest
923:2899,2.35,109.95,0.01598957262516682,green_sea_turtle,Chelonia mydas,random_forest
923:2900,2.35,110.05,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2901,2.35,110.15,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2902,2.35,110.25,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2903,2.35,110.35,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2904,2.35,110.45,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2905,2.35,110.55,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2906,2.35,110.65,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2907,2.35,110.75,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2908,2.35,110.85,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2909,2.35,110.95,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2910,2.35,111.05,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2911,2.35,111.15,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2912,2.35,111.25,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
923:2913,2.35,111.35,0.014502656498030677,green_sea_turtle,Chelonia mydas,random_forest
924:2815,2.45,101.55,0.18776897736217651,green_sea_turtle,Chelonia mydas,random_forest
924:2816,2.45,101.65,0.18776897736217651,green_sea_turtle,Chelonia mydas,random_forest
924:2817,2.45,101.75,0.18820061275091646,green_sea_turtle,Chelonia mydas,random_forest
924:2818,2.45,101.85,0.18937744216268118,green_sea_turtle,Chelonia mydas,random_forest
924:2838,2.45,103.85,0.8170748176359076,green_sea_turtle,Chelonia mydas,random_forest
924:2839,2.45,103.95,0.8371117021943723,green_sea_turtle,Chelonia mydas,random_forest
924:2840,2.45,104.05,0.6151311868199474,green_sea_turtle,Chelonia mydas,random_forest
924:2841,2.45,104.15,0.46397440178733346,green_sea_turtle,Chelonia mydas,random_forest
924:2842,2.45,104.25,0.4263875655239707,green_sea_turtle,Chelonia mydas,random_forest
924:2843,2.45,104.35,0.3023561627113765,green_sea_turtle,Chelonia mydas,random_forest
924:2844,2.45,104.45,0.27054313232037647,green_sea_turtle,Chelonia mydas,random_forest
924:2845,2.45,104.55,0.31213370399492935,green_sea_turtle,Chelonia mydas,random_forest
924:2846,2.45,104.65,0.31856625968442187,green_sea_turtle,Chelonia mydas,random_forest
924:2847,2.45,104.75,0.3249800067626039,green_sea_turtle,Chelonia mydas,random_forest
924:2848,2.45,104.85,0.3249800067626039,green_sea_turtle,Chelonia mydas,random_forest
924:2849,2.45,104.95,0.2908562974132799,green_sea_turtle,Chelonia mydas,random_forest
924:2898,2.45,109.85,0.020448214160092477,green_sea_turtle,Chelonia mydas,random_forest
924:2899,2.45,109.95,0.020448214160092477,green_sea_turtle,Chelonia mydas,random_forest
924:2900,2.45,110.05,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2901,2.45,110.15,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2902,2.45,110.25,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2903,2.45,110.35,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2904,2.45,110.45,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2905,2.45,110.55,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2906,2.45,110.65,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2907,2.45,110.75,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2908,2.45,110.85,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2909,2.45,110.95,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2910,2.45,111.05,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2911,2.45,111.15,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
924:2912,2.45,111.25,0.018961298032956334,green_sea_turtle,Chelonia mydas,random_forest
925:2814,2.55,101.45,0.17850048010685318,green_sea_turtle,Chelonia mydas,random_forest
925:2815,2.55,101.55,0.17850048010685318,green_sea_turtle,Chelonia mydas,random_forest
925:2816,2.55,101.65,0.17850048010685318,green_sea_turtle,Chelonia mydas,random_forest
925:2817,2.55,101.75,0.17893211549559312,green_sea_turtle,Chelonia mydas,random_forest
925:2838,2.55,103.85,0.8015442318190342,green_sea_turtle,Chelonia mydas,random_forest
925:2839,2.55,103.95,0.819858194463141,green_sea_turtle,Chelonia mydas,random_forest
925:2840,2.55,104.05,0.5926458773023393,green_sea_turtle,Chelonia mydas,random_forest
925:2841,2.55,104.15,0.4421378765034199,green_sea_turtle,Chelonia mydas,random_forest
